mode;matrix_w;matrix_h;filter_size;samples;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;extechWatt;completionTime;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;matrix_size;
2;514;514;3;514;0;1;0;2;2;-1;-1;-1;-1;-1;-1;2,2842869758606;147,644117647059;23,8759899139404;20;9;1;15171584;3,42759990692139;2,22222208976746;45;6,16989994049072;0,000262999994447455;3822759,5;73,1233749389648;92,5929870605469;0;0;0;0;3794022,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;337,261535003606;264196;
2;1026;514;3;514;0;1;0;2;2;-1;-1;-1;-1;-1;-1;3,24813103675842;147,888888888889;34,036262512207;20;9;1;24100864;3,49404311180115;2,22222208976746;45;6,30193901062012;0,0193000007420778;6060704;73,17626953125;95,0479736328125;0;0;0;0;6026711,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;480,362489991718;527364;
2;1026;1026;3;1026;0;1;0;2;2;-1;-1;-1;-1;-1;-1;4,96997690200806;143,673076923077;42,588924407959;20;9;1;21282816;3,50151395797729;2,22222208976746;45;6,31387996673584;0,0159499999135733;5341569;73,228759765625;94,6106262207031;0;0;0;0;5322639;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;714,051873748119;1052676;
2;2050;1026;3;1026;0;1;0;2;2;-1;-1;-1;-1;-1;-1;8,42924976348877;149,194444444444;49,3579597473145;20;9;1;34504704;3,64693808555603;2,22222208976746;45;6,71476411819458;0,170120000839233;8651517;73,254997253418;90,5714721679688;0;0;0;0;8628500;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1257,59723554717;2103300;
2;2050;2050;3;2050;0;1;0;2;2;-1;-1;-1;-1;-1;-1;15,4219779968262;146,989285714286;53,9240226745605;20;9;1;29818880;3,67343401908875;2,22222208976746;45;6,72459506988525;0,132848992943764;7469325;73,2810897827148;88,7524871826172;0;0;0;0;7456711,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2266,86553005491;4202500;
2;4098;2050;3;2050;0;1;0;2;2;-1;-1;-1;-1;-1;-1;29,6929130554199;147,286666666667;56,9861640930176;20;9;1;33292288;3,670077085495;2,22222208976746;45;6,88473081588745;0,293796986341476;8386620,5;73,1300354003906;90,9384994506836;0;0;0;0;8325670;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4373,37018755595;8400900;
2;4098;4098;3;4098;0;1;0;2;2;-1;-1;-1;-1;-1;-1;141,523803710938;143,940909090909;24,0058898925781;20;9;1;11010048;3,67838311195374;2,22222208976746;45;6,97350406646729;0,368553012609482;2771499,5;73,1498870849609;89,1822814941406;0;0;0;0;2753313,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20371,0649641557;16793604;
2;130;130;3;130;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,2272310256958;144,025862068966;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9,81147861480713;20;25,3960399627686;2,82178211212158;25856;13,1622762680054;0,787523984909058;45;23,6979961395264;0,00849500019103289;6672,3125;67,596565246582;0;0;0;0;0;6464;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;320,778868502584;16900;
2;258;130;3;130;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,11016607284546;144,046428571429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9,8851203918457;20;73,6875;8,1875;8192;20,943338394165;0,271416008472443;45;37,6999282836914;0,00303600006736815;2097;70,5410308837891;0;0;0;0;0;2048;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;303,961886485985;33540;
2;258;258;3;258;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,89098310470581;144,426666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15,387580871582;20;20,769229888916;2,30769205093384;39936;30,5651016235352;0,962962985038757;45;55,0229454040527;0,00727100018411875;10142,4375;70,7104568481445;0,0023439999204129;0;0;0;0;9984;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;417,535053202311;66564;
2;514;258;3;258;0;1;1;0;0;-1;-1;-1;-1;-1;-1;3,2947371006012;147,316666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13,728590965271;20;2,16000008583069;0,239999994635582;153600;38,3519477844238;9,25925922393799;45;69,0367813110352;0,00430699996650219;38854,6875;73,017578125;0;0;0;0;0;38400;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;485,369687203566;132612;
2;514;514;3;514;0;1;1;0;0;-1;-1;-1;-1;-1;-1;4,20578098297119;150,561538461538;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18,8967037200928;20;6,5892858505249;0,732142984867096;229376;44,3616485595703;3,03522992134094;45;79,8587265014648;0,00890900008380413;57795,5;73,1233749389648;0;0;0;0;0;57344;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;633,228855228424;264196;
2;1026;514;3;514;0;1;1;0;0;-1;-1;-1;-1;-1;-1;6,33722591400146;143,5996;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23,5945720672607;20;45;5;90112;48,0544624328613;0,444444000720978;45;86,502799987793;0,00649899989366531;22677,6875;73,1561431884766;0;0;0;0;0;22528;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;910,023106360245;527364;
2;1026;1026;3;1026;0;1;1;0;0;-1;-1;-1;-1;-1;-1;8,44857978820801;157,32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23,496410369873;20;78;8,66666698455811;98304;50,0522842407227;0,256410002708435;45;90,3853530883789;0,296074986457825;24772,0625;73,1250534057617;0;0;0;0;0;24576;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1329,13057228088;1052676;
2;2050;1026;3;1026;0;1;1;0;0;-1;-1;-1;-1;-1;-1;14,8344593048096;158,565384615385;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30,6428546905518;20;91,636360168457;10,1818180084229;90112;50,4927597045898;0,218253999948502;45;91,3838958740234;0,505876004695892;23550,5;72,1289901733398;0,000805000017862767;0;0;0;0;22528;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2352,2317452284;2103300;
2;2050;2050;3;2050;0;1;1;0;0;-1;-1;-1;-1;-1;-1;27,5772876739502;157,288461538462;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28,7535552978516;20;2,40000009536743;0,266667008399963;983040;51,011417388916;8,33333301544189;45;92,5525817871094;0,739597022533417;257261,75;72,0941543579102;0,0233609993010759;0;0;0;0;245760;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4337,5891516392;4202500;
2;4098;2050;3;2050;0;1;1;0;0;-1;-1;-1;-1;-1;-1;120,863014221191;158,195833333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38,6515235900879;20;22,5;2,5;262144;36,2278900146484;0,888889014720917;45;70,2499237060547;5,07005214691162;78878,75;67,9119491577148;0,0234510004520416;0;0;0;0;65536;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19120,0252538999;8400900;
2;4098;4098;3;4098;0;1;1;0;0;-1;-1;-1;-1;-1;-1;291,777770996094;157,184375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32,4334564208984;20;5,29047107696533;0,587830007076263;445952;35,4674072265625;3,78038191795349;45;65,0607757568359;1,23446905612946;134273,5625;67,8929061889648;0,00745599996298552;0;0;0;0;111488;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;45862,9065729141;16793604;
2;130;130;3;130;0;1;1;1;1;-1;-1;-1;-1;-1;-1;2,042799949646;145,894827586207;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9,83427333831787;20;5,34782600402832;0,594202995300293;35328;12,9492950439453;3,73983693122864;45;23,3135509490967;0,00714799994602799;9116,625;67,596565246582;3,80058908462524;0;0;0;0;8832;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;298,033946446715;16900;
2;258;130;3;130;0;1;1;1;1;-1;-1;-1;-1;-1;-1;2,07119989395142;142,683333333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12,3759937286377;20;2,01117300987244;0,223463997244835;91648;20,8084030151367;9,94444465637207;45;37,880729675293;0,436596989631653;23460,1875;70,5405883789063;3,77389001846313;0;0;0;0;22912;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;295,525704868635;33540;
2;258;258;3;258;0;1;1;1;1;-1;-1;-1;-1;-1;-1;2,15112209320068;146,046428571429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16,6269836425781;20;10,4810123443604;1,16455698013306;80896;29,6718845367432;1,90821301937103;45;53,7630767822266;0,358882009983063;20544,9375;70,7103958129883;2,64948797225952;0;0;0;0;20224;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;314,163699133056;66564;
2;514;258;3;258;0;1;1;1;1;-1;-1;-1;-1;-1;-1;2,66883301734924;142,881666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20,9937858581543;20;8,72307682037354;0,969231009483337;133120;37,9129829406738;2,29276895523071;45;68,8309555053711;0,606558978557587;33674,0625;73,017578125;1,60707199573517;0;0;0;0;33280;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;381,327309573889;132612;
2;514;514;3;514;0;1;1;1;1;-1;-1;-1;-1;-1;-1;3,21774411201477;145,016666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32,4327011108398;20;1,25409805774689;0,13934400677681;499712;44,0298385620117;15,9477119445801;45;79,6757659912109;0,427033007144928;125913,125;73,123046875;1,41311502456665;0;0;0;0;124928,125;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;466,626525310675;264196;
2;1026;514;3;514;0;1;1;1;1;-1;-1;-1;-1;-1;-1;3,91003108024597;149,272222222222;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33,6795120239258;20;27;3;24576;47,4544372558594;0,740741014480591;45;86,3460159301758;0,953514993190765;6186,875;73,1472473144531;11,1250295639038;0;0;0;0;6144;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;583,659028306272;527364;
2;1026;1026;3;1026;0;1;1;1;1;-1;-1;-1;-1;-1;-1;5,75989389419556;154,184615384615;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52,8451766967773;20;30,4285717010498;3,38095188140869;344064;40,6192588806152;0,65727698802948;45;79,1555328369141;6,09617519378662;86644;73,1390609741211;38,0199394226074;0;0;0;0;86028,9375;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;888,087024732737;1052676;
2;2050;1026;3;1026;0;1;1;1;1;-1;-1;-1;-1;-1;-1;9,4221715927124;157,376;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;64,3897552490234;20;8,68965530395508;0,965516984462738;950272;33,9828567504883;2,30158710479736;45;67,5087966918945;6,41121101379395;248351,9375;72,129264831543;65,4366683959961;0;0;0;0;237600,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1482,82367657471;2103300;
2;2050;2050;3;2050;0;1;1;1;1;-1;-1;-1;-1;-1;-1;16,6163024902344;156,386;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;70,1604614257813;20;14,25;1,58333301544189;786432;32,0758285522461;1,40350902080536;45;66,7078170776367;9,07257747650146;205906,9375;72,0777969360352;73,1862640380859;0;0;0;0;196646,1875;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2598,55708123779;4202500;
2;4098;2050;3;2050;0;1;1;1;1;-1;-1;-1;-1;-1;-1;30,5055751800537;159,914;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;79,8322830200195;20;29,00390625;3,22265601158142;393216;31,0540313720703;0,689562022686005;45;70,1571655273438;14,4356527328491;118371,875;67,8970718383789;72,8342056274414;0;0;0;0;98394,9375;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4878,26854934311;8400900;
2;4098;4098;3;4098;0;1;1;1;1;-1;-1;-1;-1;-1;-1;131,186447143555;160,217391304348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51,0523223876953;20;3;0,333332985639572;786432;30,5087985992432;6,66666698455811;45;69,3974609375;14,6207189559937;236734,125;67,9002838134766;73,5054626464844;0;0;0;0;196797,5625;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21018,350335826;16793604;
2;130;130;3;130;0;1;1;2;2;-1;-1;-1;-1;-1;-1;1,52645802497864;143,608;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10,0981464385986;20;12,529411315918;1,39215695858002;26112;20,4444427490234;1,59624397754669;45;36,7999954223633;0;6738,375;67,596565246582;0;0;0;0;0;6528;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;219,211584051132;16900;
2;258;130;3;130;0;1;1;2;2;-1;-1;-1;-1;-1;-1;1,70848202705383;142,926666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;14,8246793746948;20;16,8175182342529;1,86861300468445;70144;29,3902797698975;1,18923604488373;45;52,9025039672852;0;17955,5625;70,5395965576172;0,00136200000997633;0;0;0;0;17536;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;244,187641186714;33540;
2;258;258;3;258;0;1;1;2;2;-1;-1;-1;-1;-1;-1;1,66180694103241;144,734482758621;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20,1413917541504;20;11,8800001144409;1,32000005245209;230400;37,8134727478027;1,68350195884705;45;68,0642776489258;0,00012300000526011;58514,0625;70,7096405029297;0;0;0;0;0;57600;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;240,520768055011;66564;
2;514;258;3;258;0;1;1;2;2;-1;-1;-1;-1;-1;-1;1,95863103866577;141,710714285714;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30,0085258483887;20;1,621621966362;0,180179998278618;454656;43,9971733093262;12,3333330154419;45;79,2598495483398;0,0662569999694824;115009,875;73,0175476074219;0;0;0;0;0;113664;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;277,559003511497;132612;
2;514;514;3;514;0;1;1;2;2;-1;-1;-1;-1;-1;-1;2,29625010490417;144,361538461538;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36,827262878418;20;12;1,33333301544189;638976;47,9572067260742;1,66666698455811;45;86,3231430053711;0,000384999992093071;161001,75;73,1233673095703;0;0;0;0;0;159744;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;331,490197836436;264196;
2;1026;514;3;514;0;1;1;2;2;-1;-1;-1;-1;-1;-1;2,37032890319824;144,828947368421;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;43,773853302002;20;1,71428596973419;0,19047600030899;172032;50,0068130493164;11,6666669845581;45;90,0123062133789;0,000199999994947575;43282,8125;73,1629409790039;0;0;0;0;0;43008;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;343,292239967145;527364;
2;1026;1026;3;1026;0;1;1;2;2;-1;-1;-1;-1;-1;-1;2,92895102500916;148,873913043478;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46,1338996887207;20;8,34782600402832;0,927536010742188;2260992;50,270694732666;2,39583301544189;45;91,3457260131836;0,877346992492676;570649,5;73,0836715698242;14,7859029769897;0;0;0;0;565248,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;436,044400205819;1052676;
2;2050;1026;3;1026;0;1;1;2;2;-1;-1;-1;-1;-1;-1;4,42810010910034;153,236842105263;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;48,4410781860352;20;14,25;1,58333301544189;1179648;50,4593276977539;1,40350902080536;45;92,039421081543;1,25014495849609;308825,125;72,0829620361328;17,7493591308594;0;0;0;0;294912,25;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;678,548077244507;2103300;
2;2050;2050;3;2050;0;1;1;2;2;-1;-1;-1;-1;-1;-1;7,40294790267944;152,166666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;54,5545921325684;20;2,05714297294617;0,228570997714996;2293760;50,6759414672852;9,72222232818604;45;92,5227432250977;1,32651603221893;600867,4375;72,067138671875;18,1695423126221;0;0;0;0;573440,8125;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1126,48190585772;4202500;
2;4098;2050;3;2050;0;1;1;2;2;-1;-1;-1;-1;-1;-1;13,2493505477905;158,023333333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;56,6041297912598;20;15,1578950881958;1,68421101570129;2490368;50,4456520080566;1,31944394111633;45;92,8717269897461;2,11051106452942;750123,6875;67,8819046020508;17,2634048461914;0;0;0;0;622603,25;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2093,70653806369;8400900;
2;4098;4098;3;4098;0;1;1;2;2;-1;-1;-1;-1;-1;-1;88,283332824707;158,46;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40,6840209960938;20;9;1;524288;49,7478218078613;2,22222208976746;45;92,5092391967773;2,99423599243164;157881,375;67,8888473510742;21,1756992340088;0;0;0;0;131073,625;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13989,3769194031;16793604;
2;130;130;3;130;0;1;2;0;0;-1;-1;-1;-1;-1;-1;0,215696007013321;148,3375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31,9958064403385;16900;
2;258;130;3;130;0;1;2;0;0;-1;-1;-1;-1;-1;-1;0,378111988306046;154,516666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58,4246040597558;33540;
2;258;258;3;258;0;1;2;0;0;-1;-1;-1;-1;-1;-1;0,935916006565094;159,671428571429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;149,439045791115;66564;
2;514;258;3;258;0;1;2;0;0;-1;-1;-1;-1;-1;-1;2,43575811386108;159,714285714286;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;389,025367328099;132612;
2;514;514;3;514;0;1;2;0;0;-1;-1;-1;-1;-1;-1;4,59319877624512;158,185714285714;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;726,578429276603;264196;
2;1026;514;3;514;0;1;2;0;0;-1;-1;-1;-1;-1;-1;9,27598857879639;160,315;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1487,08010900974;527364;
2;1026;1026;3;1026;0;1;2;0;0;-1;-1;-1;-1;-1;-1;18,5896949768066;159,816666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2970,94308554331;1052676;
2;2050;1026;3;1026;0;1;2;0;0;-1;-1;-1;-1;-1;-1;36,4051094055176;157,45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5731,98447589874;2103300;
